Prophage	Defense_System	System_Type	System_Subtype	Coverage
GCA_015737185.1_ASM1573718v1/JADSPB010000007.1_provirus_24122_75857	GCA_015737185.1_ASM1573718v1_AbiO_1	AbiO	AbiO	100.00%
GCA_031734355.1_ASM3173435v1/JASTZB010000001.1_provirus_281753_320326	GCA_031734355.1_ASM3173435v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_029955055.1_ASM2995505v1/JAPCUO010000002.1_provirus_423559_471748	GCA_029955055.1_ASM2995505v1_RosmerTA_11	RosmerTA	RosmerTA	100.00%
GCA_025662135.1_ASM2566213v1/JAOVBN010000015.1_provirus_27895_36374	GCA_025662135.1_ASM2566213v1_PfiAT_12	PfiAT	PfiAT	100.00%
GCA_021695235.1_PDT000753606.1/DAFRII010000008.1_provirus_142942_178605	GCA_021695235.1_PDT000753606.1_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_030737915.1_ASM3073791v1/JARKIS010000001.1_provirus_228286_265613	GCA_030737915.1_ASM3073791v1_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_016093015.1_ASM1609301v1/JADTOF010000019.1_provirus_6194_44933	GCA_016093015.1_ASM1609301v1_GAPS4_2	GAPS4	GAPS4	100.00%
GCA_031208165.1_ASM3120816v1/JAUZXF010000001.1_provirus_227693_267390	GCA_031208165.1_ASM3120816v1_PD-Lambda-5_1	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_003976645.1_ASM397664v1/RXFC01000004.1_provirus_123514_172534	GCA_003976645.1_ASM397664v1_AbiD_1	AbiD	AbiD	100.00%
GCA_020990485.1_ASM2099048v1/CP087675.1_provirus_3363591_3404491	GCA_020990485.1_ASM2099048v1_Gabija_3	Gabija	Gabija	33.66%
GCA_008629905.1_ASM862990v1/VWQJ01000007.1_provirus_2_7275	GCA_008629905.1_ASM862990v1_PfiAT_10	PfiAT	PfiAT	100.00%
GCA_963454855.1_t3_d1_D2.1/CAUOFQ010000008.1_provirus_128009_186048	GCA_963454855.1_t3_BstA_1	BstA	BstA	100.00%
GCA_025791675.1_ASM2579167v1/JAOXLF010000014.1_provirus_163941_185315	GCA_025791675.1_ASM2579167v1_RM_Type_I_18	RM	RM_Type_I	43.61%
GCA_025791675.1_ASM2579167v1/JAOXLF010000014.1_provirus_163941_185315	GCA_025791675.1_ASM2579167v1_Septu_9	Septu	Septu	34.57%
GCA_025791675.1_ASM2579167v1/JAOXLF010000010.1_provirus_194734_236212	GCA_025791675.1_ASM2579167v1_AbiU_1	AbiU	AbiU	100.00%
GCA_000407905.1_Pseu_aeru_MSH-10_V1/KE138672.1_provirus_1616271_1670925	GCA_000407905.1_Pseu_HEC-04_2	HEC-04	HEC-04	100.00%
GCA_963432795.1_p56_s_F8.1/CAUKYM010000003.1_provirus_60223_106793	GCA_963432795.1_p56_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_025780895.1_ASM2578089v1/JAOXGZ010000004.1_provirus_345181_359451	GCA_025780895.1_ASM2578089v1_PD-T4-5_6	PD-T4-5	PD-T4-5	100.00%
GCA_025780895.1_ASM2578089v1/JAOXGZ010000004.1_provirus_345181_359451	GCA_025780895.1_ASM2578089v1_CBASS_II_3	CBASS	CBASS_II	100.00%
GCA_003585225.1_ASM358522v1/LSQT01000045.1_provirus_446728_480924	GCA_003585225.1_ASM358522v1_RM_Type_I_9	RM	RM_Type_I	100.00%
GCA_029954675.1_ASM2995467v1/JAPCUU010000009.1_provirus_120855_158275	GCA_029954675.1_ASM2995467v1_PD-Lambda-5_8	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_016745115.1_ASM1674511v1/CP054581.1_provirus_3154098_3204356	GCA_016745115.1_ASM1674511v1_CAS_Class1-Subtype-I-F_9	CasFinder	CAS_Class1-Subtype-I-F	100.00%
GCA_023717645.1_ASM2371764v1/JAMQSK010000005.1_provirus_180600_223999	GCA_023717645.1_ASM2371764v1_PrrC_5	PrrC	PrrC	57.49%
GCA_023717645.1_ASM2371764v1/JAMQSK010000009.1_provirus_36661_85839	GCA_023717645.1_ASM2371764v1_CAS_Class1-Subtype-I-F_7	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_023717645.1_ASM2371764v1/JAMQSK010000009.1_provirus_36661_85839	GCA_023717645.1_ASM2371764v1_CAS_Class1-Subtype-I-F_8	Cas	CAS_Class1-Subtype-I-F	100.00%
GCA_031848695.1_ASM3184869v1/JASCFU010000014.1_provirus_121634_142072	GCA_031848695.1_ASM3184869v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_001431165.1_PAHM4v1/AYSZ01000010.1_provirus_170498_184644	GCA_001431165.1_PAHM4v1_Septu_2	Septu	Septu	100.00%
GCA_001431165.1_PAHM4v1/AYSZ01000010.1_provirus_170498_184644	GCA_001431165.1_PAHM4v1_GAPS1_3	GAPS1	GAPS1	100.00%
GCA_963427785.1_p51_d1_F12.1/CAUKGT010000010.1_provirus_135683_183624	GCA_963427785.1_p51_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_025003245.1_PDT001388367.1/DAIZMK010000017.1_provirus_104257_120525	GCA_025003245.1_PDT001388367.1_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_028331615.1_ASM2833161v1/JANTQS010000002.1_provirus_223022_258644	GCA_028331615.1_ASM2833161v1_BstA_1	BstA	BstA	100.00%
GCA_963436115.1_p23_d1_F2.1/CAULLD010000011.1_provirus_114556_151139	GCA_963436115.1_p23_RosmerTA_6	RosmerTA	RosmerTA	58.80%
GCA_031850255.1_ASM3185025v1/JASCCW010000004.1_provirus_140440_226633	GCA_031850255.1_ASM3185025v1_RosmerTA_5	RosmerTA	RosmerTA	58.80%
GCA_003631955.1_ASM363195v1/QZZU01000001.1_provirus_78916_116048	GCA_003631955.1_ASM363195v1_BstA_1	BstA	BstA	100.00%
GCA_900455445.1_44927_H02/UAWU01000002.1_provirus_2_41805	GCA_900455445.1_44927_RM_Type_IIG_5	RM	RM_Type_IIG	100.00%
GCA_900455445.1_44927_H02/UAWU01000011.1_provirus_158154_213069	GCA_900455445.1_44927_DS-6_1	DS-6	DS-6	100.00%
GCA_021644505.2_ASM2164450v2/CP123791.1_provirus_2590818_2636269	GCA_021644505.2_ASM2164450v2_AbiU_2	AbiU	AbiU	100.00%
GCA_016092915.1_ASM1609291v1/JADTNZ010000002.1_provirus_152415_209602	GCA_016092915.1_ASM1609291v1_BstA_1	BstA	BstA	100.00%
GCA_016092915.1_ASM1609291v1/JADTNZ010000031.1_provirus_5166_42132	GCA_016092915.1_ASM1609291v1_PD-T7-4_11	PD-T7-4	PD-T7-4	100.00%
GCA_013115495.1_ASM1311549v1/JABGNS010000007.1_provirus_60999_73050	GCA_013115495.1_ASM1311549v1_Gabija_1	Gabija	Gabija	51.90%
GCA_003632225.1_ASM363222v1/QZYT01000078.1_provirus_273734_283124	GCA_003632225.1_ASM363222v1_RM_Type_II_9	RM	RM_Type_II	100.00%
GCA_015736305.1_ASM1573630v1/JADSOL010000002.1_provirus_90749_136200	GCA_015736305.1_ASM1573630v1_AbiU_1	AbiU	AbiU	100.00%
GCA_022555835.1_ASM2255583v1/JAJPNN010000005.1_provirus_3_47889	GCA_022555835.1_ASM2255583v1_RM_Type_I_4	RM	RM_Type_I	100.00%
GCA_022555835.1_ASM2255583v1/JAJPNN010000005.1_provirus_3_47889	GCA_022555835.1_ASM2255583v1_DarTG_1	DarTG	DarTG	100.00%
GCA_020640075.1_ASM2064007v1/JAJDRP010000027.1_provirus_53767_67071	GCA_020640075.1_ASM2064007v1_RM_Type_IV_12	RM	RM_Type_IV	100.00%
GCA_024371075.1_PDT001363443.1/DAIHRH010000032.1_provirus_1_25035	GCA_024371075.1_PDT001363443.1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_025780795.1_ASM2578079v1/JAOXGW010000013.1_provirus_124106_179317	GCA_025780795.1_ASM2578079v1_RloC_4	RloC	RloC	100.00%
GCA_016090295.1_ASM1609029v1/JADTKG010000003.1_provirus_37501_85505	GCA_016090295.1_ASM1609029v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_016090295.1_ASM1609029v1/JADTKG010000003.1_provirus_37501_85505	GCA_016090295.1_ASM1609029v1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_963438255.1_t3_d1_G4.1/CAULUK010000008.1_provirus_128009_186048	GCA_963438255.1_t3_BstA_1	BstA	BstA	100.00%
GCA_963440075.1_p56_s_E5.1/CAUMAR010000004.1_provirus_60223_106793	GCA_963440075.1_p56_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963443785.1_t123_s_A7.1/CAUMPQ010000023.1_provirus_23602_35491	GCA_963443785.1_t123_RM_Type_IV_6	RM	RM_Type_IV	100.00%
GCA_023909885.1_ASM2390988v1/STMY01000015.1_provirus_3_40992	GCA_023909885.1_ASM2390988v1_BstA_1	BstA	BstA	100.00%
GCA_025697755.1_ASM2569775v1/JAHWAX010000010.1_provirus_58315_71963	GCA_025697755.1_ASM2569775v1_Gao_Tmn_2	Gao_Tmn	Gao_Tmn	100.00%
GCA_023699545.1_ASM2369954v1/JAMPIY010000006.1_provirus_101596_110986	GCA_023699545.1_ASM2369954v1_RM_Type_II_14	RM	RM_Type_II	100.00%
GCA_000795065.1_AZPAE14812/JTVW01000032.1_provirus_11225_36045	GCA_000795065.1_AZPAE14812_RM_Type_I_10	RM	RM_Type_I	44.48%
GCA_000795065.1_AZPAE14812/JTVW01000032.1_provirus_11225_36045	GCA_000795065.1_AZPAE14812_Zorya_TypeI_8	Zorya	Zorya_TypeI	41.30%
GCA_032469615.1_ASM3246961v1/JAUZBI010000003.1_provirus_554047_592813	GCA_032469615.1_ASM3246961v1_PD-Lambda-5_5	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_025132235.1_ASM2513223v1/JANYYW010000015.1_provirus_162866_177043	GCA_025132235.1_ASM2513223v1_Dpd_5	Dpd	Dpd	24.93%
GCA_024351965.1_PDT001363430.1/DAIHIG010000007.1_provirus_29581_68525	GCA_024351965.1_PDT001363430.1_PD-Lambda-5_4	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_030284605.1_ASM3028460v1/CP127242.1_provirus_2342822_2394509	GCA_030284605.1_ASM3028460v1_DS-6_5	DS-6	DS-6	100.00%
GCA_032843445.1_ASM3284344v1/JAWIXG010000014.1_provirus_101229_135987	GCA_032843445.1_ASM3284344v1_DS-1_7	DS-1	DS-1	100.00%
GCA_000796955.1_AZPAE12155/JUAH01000046.1_provirus_22546_32426	GCA_000796955.1_AZPAE12155_ShosTA_4	ShosTA	ShosTA	59.88%
GCA_030738055.1_ASM3073805v1/JARKJA010000002.1_provirus_169_63398	GCA_030738055.1_ASM3073805v1_Gao_RL_2	Gao_RL	Gao_RL	100.00%
GCA_030738055.1_ASM3073805v1/JARKJA010000002.1_provirus_169_63398	GCA_030738055.1_ASM3073805v1_PD-T7-3_3	PD-T7-3	PD-T7-3	100.00%
GCA_029954395.1_ASM2995439v1/JAPCUC010000001.1_provirus_200973_237652	GCA_029954395.1_ASM2995439v1_DS-11_5	DS-11	DS-11	100.00%
GCA_963434845.1_p82_d1_C6.1/CAULGA010000021.1_provirus_2_58321	GCA_963434845.1_p82_RosmerTA_7	RosmerTA	RosmerTA	94.88%
GCA_028595505.2_ASM2859550v2/JAPWKS020000001.1_provirus_1841855_1895594	GCA_028595505.2_ASM2859550v2_BstA_1	BstA	BstA	100.00%
GCA_003835875.1_ASM383587v1/NSRO01000007.1_provirus_374496_388355	GCA_003835875.1_ASM383587v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_963445545.1_t154_d1_H1.1/CAUMWJ010000009.1_provirus_84030_120264	GCA_963445545.1_t154_PD-Lambda-5_3	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_004350555.1_ASM435055v1/SCXM01000013.1_provirus_92096_148815	GCA_004350555.1_ASM435055v1_BstA_1	BstA	BstA	100.00%
GCA_028595425.1_ASM2859542v1/JAPWKO010000003.1_provirus_215137_262526	GCA_028595425.1_ASM2859542v1_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_963443505.1_p78_d1_H9.1/CAUMOK010000002.1_provirus_294084_321423	GCA_963443505.1_p78_RloC_4	RloC	RloC	100.00%
GCA_025235395.1_ASM2523539v1/JAJUUP010000006.1_provirus_174669_184562	GCA_025235395.1_ASM2523539v1_ShosTA_6	ShosTA	ShosTA	59.88%
GCA_016923395.2_ASM1692339v2/CP128281.1_provirus_1378329_1422564	GCA_016923395.2_ASM1692339v2_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_031733255.1_ASM3173325v1/JASTWV010000023.1_provirus_20685_69260	GCA_031733255.1_ASM3173325v1_CAS_Class1-Subtype-I-F_19	CasFinder	CAS_Class1-Subtype-I-F	100.00%
GCA_031733255.1_ASM3173325v1/JASTWV010000025.1_provirus_33417_81932	GCA_031733255.1_ASM3173325v1_CAS_Class1-Subtype-I-F_20	CasFinder	CAS_Class1-Subtype-I-F	100.00%
GCA_963435015.1_p23_d1_G1.1/CAULGO010000011.1_provirus_55161_92526	GCA_963435015.1_p23_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_031209295.1_ASM3120929v1/JAVACH010000001.1_provirus_779151_805638	GCA_031209295.1_ASM3120929v1_SspBCDE_4	SspBCDE	SspBCDE	100.00%
GCA_021696295.1_PDT000753506.1/DAFRKO010000072.1_provirus_9223_29536	GCA_021696295.1_PDT000753506.1_Gabija_1	Gabija	Gabija	100.00%
GCA_950100395.1_OSU1/CATNJG010000001.1_provirus_5353552_5363505	GCA_950100395.1_OSU1_ShosTA_6	ShosTA	ShosTA	59.88%
GCA_025132315.1_ASM2513231v1/JANYYX010000014.1_provirus_162866_175921	GCA_025132315.1_ASM2513231v1_Dpd_5	Dpd	Dpd	24.93%
GCA_015766785.1_ASM1576678v1/JADTIJ010000001.1_provirus_674673_707734	GCA_015766785.1_ASM1576678v1_RosmerTA_2	RosmerTA	RosmerTA	58.80%
GCA_963432945.1_t143_s_F7.1/CAUKZQ010000002.1_provirus_377856_422750	GCA_963432945.1_t143_RM_Type_II_6	RM	RM_Type_II	100.00%
GCA_963432945.1_t143_s_F7.1/CAUKZQ010000010.1_provirus_98392_149159	GCA_963432945.1_t143_BstA_1	BstA	BstA	100.00%
GCA_963432945.1_t143_s_F7.1/CAUKZQ010000002.1_provirus_377856_422750	GCA_963432945.1_t143_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_031210535.1_ASM3121053v1/JAVABX010000001.1_provirus_140732_229829	GCA_031210535.1_ASM3121053v1_RosmerTA_4	RosmerTA	RosmerTA	58.80%
GCA_031210535.1_ASM3121053v1/JAVABX010000001.1_provirus_140732_229829	GCA_031210535.1_ASM3121053v1_DS-6_1	DS-6	DS-6	100.00%
GCA_963454455.1_p51_d1_F9.1/CAUOEF010000005.1_provirus_229507_277448	GCA_963454455.1_p51_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_034485985.1_PDT002035272.1/DASNOZ010000009.1_provirus_60436_70494	GCA_034485985.1_PDT002035272.1_RM_Type_II_5	RM	RM_Type_II	100.00%
GCA_016010635.1_ASM1601063v1/JADTSE010000017.1_provirus_9835_50393	GCA_016010635.1_ASM1601063v1_ShosTA_3	ShosTA	ShosTA	100.00%
GCA_034438455.1_ASM3443845v1/JAVDZT010000001.1_provirus_429938_481625	GCA_034438455.1_ASM3443845v1_DS-6_3	DS-6	DS-6	100.00%
GCA_000796285.1_AZPAE14441/JTYI01000037.1_provirus_1_52547	GCA_000796285.1_AZPAE14441_DS-6_2	DS-6	DS-6	100.00%
GCA_000796285.1_AZPAE14441/JTYI01000006.1_provirus_320716_342661	GCA_000796285.1_AZPAE14441_gcu24_10	gcu24	gcu24	100.00%
GCA_034437975.1_ASM3443797v1/JAVDZQ010000001.1_provirus_464114_515801	GCA_034437975.1_ASM3443797v1_DS-6_3	DS-6	DS-6	100.00%
GCA_033798285.1_ASM3379828v1/JAVFHB010000004.1_provirus_344298_383241	GCA_033798285.1_ASM3379828v1_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_033798285.1_ASM3379828v1/JAVFHB010000022.1_provirus_17_19299	GCA_033798285.1_ASM3379828v1_Hachiman_4	Hachiman	Hachiman	100.00%
GCA_963444165.1_p81_s_A7.1/CAUMRK010000024.1_provirus_18559_30983	GCA_963444165.1_p81_RM_Type_IV_4	RM	RM_Type_IV	100.00%
GCA_015704805.1_ASM1570480v1/JADQVY010000009.1_provirus_143063_177320	GCA_015704805.1_ASM1570480v1_RosmerTA_9	RosmerTA	RosmerTA	62.75%
GCA_031848795.1_ASM3184879v1/JASCFP010000014.1_provirus_121634_142082	GCA_031848795.1_ASM3184879v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_031848795.1_ASM3184879v1/JASCFP010000039.1_provirus_21346_28017	GCA_031848795.1_ASM3184879v1_RM_Type_II_4	RM	RM_Type_II	27.33%
GCA_003332735.1_ASM333273v1/QDGX01000038.1_provirus_2_41520	GCA_003332735.1_ASM333273v1_ShosTA_2	ShosTA	ShosTA	100.00%
GCA_031847975.1_ASM3184797v1/JASCHG010000020.1_provirus_22875_34990	GCA_031847975.1_ASM3184797v1_Menshen_3	Menshen	Menshen	100.00%
GCA_031206425.1_ASM3120642v1/JAUZZN010000019.1_provirus_20971_31474	GCA_031206425.1_ASM3120642v1_Rst_3HP_8	Rst_3HP	Rst_3HP	24.28%
GCA_016339765.1_ASM1633976v1/JAEHYV010000015.1_provirus_60011_72845	GCA_016339765.1_ASM1633976v1_Septu_3	Septu	Septu	100.00%
GCA_902203975.1_BS3376/CABISW010000035.1_provirus_31058_44590	GCA_902203975.1_BS3376_RM_Type_I_8	RM	RM_Type_I	27.88%
GCA_015766605.1_ASM1576660v1/JADTCE010000018.1_provirus_77568_87458	GCA_015766605.1_ASM1576660v1_ShosTA_2	ShosTA	ShosTA	59.88%
GCA_963429965.1_t169_d1_H8.1/CAUKNV010000012.1_provirus_3_28734	GCA_963429965.1_t169_RM_Type_I_11	RM	RM_Type_I	100.00%
GCA_963429965.1_t169_d1_H8.1/CAUKNV010000012.1_provirus_3_28734	GCA_963429965.1_t169_CBASS_I_10	CBASS	CBASS_I	100.00%
GCA_963429965.1_t169_d1_H8.1/CAUKNV010000012.1_provirus_3_28734	GCA_963429965.1_t169_PsyrTA_2	PsyrTA	PsyrTA	100.00%
GCA_963429965.1_t169_d1_H8.1/CAUKNV010000012.1_provirus_3_28734	GCA_963429965.1_t169_AbiE_1	AbiE	AbiE	60.56%
GCA_002329725.1_ASM232972v1/NRES01000003.1_provirus_41937_92651	GCA_002329725.1_ASM232972v1_RM_Type_II_12	RM	RM_Type_II	100.00%
GCA_002329725.1_ASM232972v1/NRES01000003.1_provirus_41937_92651	GCA_002329725.1_ASM232972v1_RM_Type_IV_13	RM	RM_Type_IV	100.00%
GCA_024371135.1_PDT001363440.1/DAIHRJ010000013.1_provirus_26881_65825	GCA_024371135.1_PDT001363440.1_PD-Lambda-5_6	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_024371135.1_PDT001363440.1/DAIHRJ010000027.1_provirus_31708_77875	GCA_024371135.1_PDT001363440.1_Hachiman_5	Hachiman	Hachiman	100.00%
GCA_963429445.1_t154_d1_B12.1/CAUKMC010000009.1_provirus_121645_158088	GCA_963429445.1_t154_PD-Lambda-5_3	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_023909945.1_ASM2390994v1/STMW01000027.1_provirus_19985_31861	GCA_023909945.1_ASM2390994v1_RM_Type_IV_7	RM	RM_Type_IV	100.00%
GCA_023909945.1_ASM2390994v1/STMW01000027.1_provirus_19985_31861	GCA_023909945.1_ASM2390994v1_Kiwa_1	Kiwa	Kiwa	60.00%
GCA_010608295.1_ASM1060829v1/VLUV01000037.1_provirus_5177_42880	GCA_010608295.1_ASM1060829v1_PD-T7-4_9	PD-T7-4	PD-T7-4	100.00%
GCA_000796225.1_AZPAE14422/JTYK01000023.1_provirus_22359_60437	GCA_000796225.1_AZPAE14422_PD-Lambda-5_7	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_015680725.1_ASM1568072v1/JADLJB010000005.1_provirus_176385_196594	GCA_015680725.1_ASM1568072v1_RM_Type_II_2	RM	RM_Type_II	100.00%
GCA_015680725.1_ASM1568072v1/JADLJB010000022.1_provirus_22292_34279	GCA_015680725.1_ASM1568072v1_RM_Type_II_3	RM	RM_Type_II	100.00%
GCA_016340225.1_ASM1634022v1/JAEHZO010000021.1_provirus_10530_20734	GCA_016340225.1_ASM1634022v1_CBASS_I_6	CBASS	CBASS_I	34.92%
GCA_023806095.1_ASM2380609v1/JAMSLF010000019.1_provirus_126130_145376	GCA_023806095.1_ASM2380609v1_Hachiman_4	Hachiman	Hachiman	100.00%
GCA_003632025.1_ASM363202v1/QZZQ01000051.1_provirus_40534_91365	GCA_003632025.1_ASM363202v1_BstA_1	BstA	BstA	100.00%
GCA_017693985.1_ASM1769398v1/JACWHF010000009.1_provirus_154773_219813	GCA_017693985.1_ASM1769398v1_BstA_2	BstA	BstA	100.00%
GCA_001420185.1_ASM142018v1/LJNV01000006.1_provirus_99661_112687	GCA_001420185.1_ASM142018v1_Gao_Tmn_2	Gao_Tmn	Gao_Tmn	100.00%
GCA_002312215.1_ASM231221v1/MWXU01000002.1_provirus_386248_441763	GCA_002312215.1_ASM231221v1_RosmerTA_15	RosmerTA	RosmerTA	100.00%
GCA_000480965.1_Pseu_aeru_BL09_V1/KI518886.1_provirus_836059_881510	GCA_000480965.1_Pseu_AbiU_1	AbiU	AbiU	100.00%
GCA_000480965.1_Pseu_aeru_BL09_V1/KI518891.1_provirus_2_23384	GCA_000480965.1_Pseu_RM_Type_I_22	RM	RM_Type_I	43.61%
GCA_000480965.1_Pseu_aeru_BL09_V1/KI518891.1_provirus_2_23384	GCA_000480965.1_Pseu_Septu_15	Septu	Septu	34.57%
GCA_025696785.1_ASM2569678v1/JAHVZO010000003.1_provirus_507710_550403	GCA_025696785.1_ASM2569678v1_ShosTA_5	ShosTA	ShosTA	100.00%
GCA_013343475.1_ASM1334347v1/CP050330.1_provirus_2593993_2629071	GCA_013343475.1_ASM1334347v1_DS-1_1	DS-1	DS-1	100.00%
GCA_013343475.1_ASM1334347v1/CP050330.1_provirus_2593993_2629071	GCA_013343475.1_ASM1334347v1_RosmerTA_4	RosmerTA	RosmerTA	58.80%
GCA_963428335.1_t143_s_H10.1/CAUKHS010000002.1_provirus_377856_422750	GCA_963428335.1_t143_RM_Type_II_6	RM	RM_Type_II	100.00%
GCA_963428335.1_t143_s_H10.1/CAUKHS010000007.1_provirus_98392_149159	GCA_963428335.1_t143_BstA_1	BstA	BstA	100.00%
GCA_963428335.1_t143_s_H10.1/CAUKHS010000002.1_provirus_377856_422750	GCA_963428335.1_t143_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_021061525.1_ASM2106152v1/JAIHAE010000034.1_provirus_26822_63021	GCA_021061525.1_ASM2106152v1_PD-T7-4_6	PD-T7-4	PD-T7-4	100.00%
GCA_033796105.1_ASM3379610v1/JAUHTN010000051.1_provirus_1_9089	GCA_033796105.1_ASM3379610v1_RM_Type_IV_5	RM	RM_Type_IV	100.00%
GCA_033796105.1_ASM3379610v1/JAUHTN010000051.1_provirus_1_9089	GCA_033796105.1_ASM3379610v1_Kiwa_2	Kiwa	Kiwa	100.00%
GCA_013178515.1_ASM1317851v1/JABLTZ010000013.1_provirus_3_32110	GCA_013178515.1_ASM1317851v1_DS-1_7	DS-1	DS-1	100.00%
GCA_963449195.1_t123_s_E2.1/CAUNJW010000024.1_provirus_23602_35491	GCA_963449195.1_t123_RM_Type_IV_6	RM	RM_Type_IV	100.00%
GCA_900146235.1_293/FROV01000012.1_provirus_2_36176	GCA_900146235.1_293_PD-Lambda-5_2	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_963436485.1_t156_s_F7.1/CAULMY010000013.1_provirus_2_15595	GCA_963436485.1_t156_RM_Type_II_10	RM	RM_Type_II	100.00%
GCA_963431395.1_p33_d1_B8.1/CAUKTU010000020.1_provirus_3696_40042	GCA_963431395.1_p33_PD-T7-4_5	PD-T7-4	PD-T7-4	100.00%
GCA_025697605.1_ASM2569760v1/JAHWAR010000012.1_provirus_218319_226436	GCA_025697605.1_ASM2569760v1_Gabija_2	Gabija	Gabija	33.66%
GCA_021678015.1_PDT000768315.1/DAFQJU010000062.1_provirus_9221_29534	GCA_021678015.1_PDT000768315.1_Gabija_1	Gabija	Gabija	100.00%
GCA_023907905.1_ASM2390790v1/STQT01000019.1_provirus_69532_105731	GCA_023907905.1_ASM2390790v1_PD-T7-4_4	PD-T7-4	PD-T7-4	100.00%
GCA_963434135.1_p23_d1_C3.1/CAULDW010000011.1_provirus_55161_92526	GCA_963434135.1_p23_RosmerTA_6	RosmerTA	RosmerTA	100.00%
GCA_963434665.1_t100_d1_A7.1/CAULFA010000001.1_provirus_329190_374669	GCA_963434665.1_t100_AbiU_1	AbiU	AbiU	100.00%
GCA_030738525.1_ASM3073852v1/JARKJX010000009.1_provirus_2_9176	GCA_030738525.1_ASM3073852v1_VP1839_6	VP1839	VP1839	100.00%
GCA_003835155.1_ASM383515v1/NSQV01000014.1_provirus_90776_143909	GCA_003835155.1_ASM383515v1_BstA_1	BstA	BstA	100.00%
GCA_015766505.1_ASM1576650v1/JADTCC010000001.1_provirus_544093_594423	GCA_015766505.1_ASM1576650v1_Gao_Iet_3	Gao_Iet	Gao_Iet	100.00%
GCA_021675435.1_PDT000771026.1/DAFQFC010000001.1_provirus_330898_373588	GCA_021675435.1_PDT000771026.1_RM_Type_II_4	RM	RM_Type_II	100.00%
GCA_963442295.1_t152_d1_C10.1/CAUMIU010000018.1_provirus_84204_120465	GCA_963442295.1_t152_PD-Lambda-5_8	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_023916045.1_PDT001346661.1/DAHMPD010000001.1_provirus_199232_253261	GCA_023916045.1_PDT001346661.1_BstA_1	BstA	BstA	100.00%
GCA_018341315.1_ASM1834131v1/JAFBZJ010000006.1_provirus_313_20626	GCA_018341315.1_ASM1834131v1_Gabija_8	Gabija	Gabija	100.00%
GCA_003950015.1_ASM395001v1/CP034354.1_provirus_5625398_5660319	GCA_003950015.1_ASM395001v1_Tiamat_14	Tiamat	Tiamat	100.00%
GCA_900406925.1_De_novo_assembly_of_KCRI_isolate_R0007_363/OVCX01000051.1_provirus_17944_29236	GCA_900406925.1_De_AbiU_1	AbiU	AbiU	100.00%
GCA_023806165.1_ASM2380616v1/JAMSLQ010000001.1_provirus_120855_158275	GCA_023806165.1_ASM2380616v1_PD-Lambda-5_10	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_021667495.1_PDT000866437.1/DAFPSJ010000009.1_provirus_200740_237074	GCA_021667495.1_PDT000866437.1_RosmerTA_5	RosmerTA	RosmerTA	100.00%
GCA_021674355.1_PDT000771102.1/DAFQDH010000027.1_provirus_3_17336	GCA_021674355.1_PDT000771102.1_PD-Lambda-5_14	PD-Lambda-5	PD-Lambda-5	100.00%
GCA_000794265.1_AZPAE14833/JTVB01000008.1_provirus_67161_130914	GCA_000794265.1_AZPAE14833_RosmerTA_4	RosmerTA	RosmerTA	100.00%
GCA_003839165.1_ASM383916v1/NSXJ01000002.1_provirus_49646_110250	GCA_003839165.1_ASM383916v1_DS-6_1	DS-6	DS-6	100.00%
GCA_029167145.1_ASM2916714v1/JARFMG010000009.1_provirus_5416_52629	GCA_029167145.1_ASM2916714v1_RM_Type_I_20	RM	RM_Type_I	43.61%
